initYr,Rstructure,mTrends,compMethod,variable,resType,RMSE,nIndices,peels
1990,diag & equal,3,peel then variable,totRMSE,resid.Proj,2.4773635629836375,23,10
1990,diag & equal,3,peel then variable,meanRMSE,resid.Proj,1.2386817814918187,23,10
1990,diag & unequal,4,individual,sardRec,resid.Naiv,1.0823918798051517,23,10
1990,diag & unequal,4,individual,anchRec,resid.Cont,1.1764455290497877,23,10
1990,diag & unequal,4,individual,anchRec,resid.Proj,1.2122457353862222,23,10
1990,diag & unequal,4,individual,anchRec,resid.Inf,1.2128572472640748,23,10
1990,diag & unequal,4,individual,sardRec,resid.Cont,1.2577897173001076,23,10
1990,diag & unequal,4,individual,sardRec,resid.Inf,1.2640406694900659,23,10
1990,diag & unequal,4,individual,sardRec,resid.Proj,1.2658443646040354,23,10
1990,diag & unequal,4,individual,anchRec,resid.Naiv,1.3149045985180368,23,10
1990,diag & unequal,4,peel & variable combined,total,resid.Naiv,1.2103477244001535,23,10
1990,diag & unequal,4,peel & variable combined,total,resid.Cont,1.2156556728718633,23,10
1990,diag & unequal,4,peel & variable combined,total,resid.Inf,1.2373659704033857,23,10
1990,diag & unequal,4,peel & variable combined,total,resid.Proj,1.2379238737800813,23,10
1990,diag & unequal,4,peel then variable,totRMSE,resid.Cont,2.4342352463498953,23,10
1990,diag & unequal,4,peel then variable,meanRMSE,resid.Cont,1.2171176231749476,23,10
1990,diag & unequal,4,peel then variable,totRMSE,resid.Inf,2.4768979167541407,23,10
1990,diag & unequal,4,peel then variable,meanRMSE,resid.Inf,1.2384489583770704,23,10
1990,diag & unequal,4,peel then variable,totRMSE,resid.Naiv,2.3972964783231885,23,10
1990,diag & unequal,4,peel then variable,meanRMSE,resid.Naiv,1.1986482391615942,23,10
1990,diag & unequal,4,peel then variable,totRMSE,resid.Proj,2.4780900999902578,23,10
1990,diag & unequal,4,peel then variable,meanRMSE,resid.Proj,1.2390450499951289,23,10
1990,custom R by SDM,4,individual,sardRec,resid.Naiv,0.8290938692729398,23,10
1990,custom R by SDM,4,individual,sardRec,resid.Inf,1.068880570085704,23,10
1990,custom R by SDM,4,individual,anchRec,resid.Cont,1.1499562035183297,23,10
1990,custom R by SDM,4,individual,sardRec,resid.Proj,1.1520833031605213,23,10
1990,custom R by SDM,4,individual,anchRec,resid.Proj,1.2568739887484737,23,10
1990,custom R by SDM,4,individual,sardRec,resid.Cont,1.2792629361272418,23,10
1990,custom R by SDM,4,individual,anchRec,resid.Inf,1.3166258727138302,23,10
1990,custom R by SDM,4,individual,anchRec,resid.Naiv,1.5472534496266517,23,10
1990,custom R by SDM,4,peel & variable combined,total,resid.Inf,1.2056356249965412,23,10
1990,custom R by SDM,4,peel & variable combined,total,resid.Proj,1.2083696208814914,23,10
1990,custom R by SDM,4,peel & variable combined,total,resid.Cont,1.2129263360685079,23,10
1990,custom R by SDM,4,peel & variable combined,total,resid.Naiv,1.2592082343242414,23,10
1990,custom R by SDM,4,peel then variable,totRMSE,resid.Cont,2.4292191396455713,23,10
1990,custom R by SDM,4,peel then variable,meanRMSE,resid.Cont,1.2146095698227857,23,10
1990,custom R by SDM,4,peel then variable,totRMSE,resid.Inf,2.3855064427995343,23,10
1990,custom R by SDM,4,peel then variable,meanRMSE,resid.Inf,1.1927532213997671,23,10
1990,custom R by SDM,4,peel then variable,totRMSE,resid.Naiv,2.3763473188995916,23,10
1990,custom R by SDM,4,peel then variable,meanRMSE,resid.Naiv,1.1881736594497958,23,10
1990,custom R by SDM,4,peel then variable,totRMSE,resid.Proj,2.4089572919089948,23,10
1990,custom R by SDM,4,peel then variable,meanRMSE,resid.Proj,1.2044786459544974,23,10
1990,diag & equal,4,individual,sardRec,resid.Naiv,1.0382951184348244,23,10
1990,diag & equal,4,individual,anchRec,resid.Cont,1.1265696688047924,23,10
1990,diag & equal,4,individual,sardRec,resid.Cont,1.1804134145353697,23,10
1990,diag & equal,4,individual,anchRec,resid.Proj,1.2493065744094431,23,10
1990,diag & equal,4,individual,anchRec,resid.Inf,1.2555559948710222,23,10
1990,diag & equal,4,individual,anchRec,resid.Naiv,1.360888447310997,23,10
1990,diag & equal,4,individual,sardRec,resid.Inf,1.3624839144353862,23,10
1990,diag & equal,4,individual,sardRec,resid.Proj,1.3841171012416273,23,10
1990,diag & equal,4,peel & variable combined,total,resid.Cont,1.152388244373736,23,10
1990,diag & equal,4,peel & variable combined,total,resid.Naiv,1.2187716948014684,23,10
1990,diag & equal,4,peel & variable combined,total,resid.Inf,1.3072967350589935,23,10
1990,diag & equal,4,peel & variable combined,total,resid.Proj,1.3148882385601468,23,10
1990,diag & equal,4,peel then variable,totRMSE,resid.Cont,2.306983083340162,23,10
1990,diag & equal,4,peel then variable,meanRMSE,resid.Cont,1.153491541670081,23,10
1990,diag & equal,4,peel then variable,totRMSE,resid.Inf,2.6180399093064084,23,10
1990,diag & equal,4,peel then variable,meanRMSE,resid.Inf,1.3090199546532042,23,10
1990,diag & equal,4,peel then variable,totRMSE,resid.Naiv,2.3991835657458216,23,10
1990,diag & equal,4,peel then variable,meanRMSE,resid.Naiv,1.1995917828729108,23,10
1990,diag & equal,4,peel then variable,totRMSE,resid.Proj,2.6334236756510707,23,10
1990,diag & equal,4,peel then variable,meanRMSE,resid.Proj,1.3167118378255354,23,10
1990,diag & unequal,5,individual,sardRec,resid.Naiv,1.149665109201199,23,10
1990,diag & unequal,5,individual,anchRec,resid.Cont,1.2582075495417926,23,10
1990,diag & unequal,5,individual,sardRec,resid.Inf,1.2727256463370755,23,10
1990,diag & unequal,5,individual,sardRec,resid.Proj,1.2735009081445932,23,10
1990,diag & unequal,5,individual,sardRec,resid.Cont,1.2740206117388537,23,10
1990,diag & unequal,5,individual,anchRec,resid.Proj,1.3404101303949214,23,10
1990,diag & unequal,5,individual,anchRec,resid.Inf,1.3417787549200113,23,10
1990,diag & unequal,5,individual,anchRec,resid.Naiv,1.3601294450052088,23,10
1990,diag & unequal,5,peel & variable combined,total,resid.Naiv,1.264808906755092,23,10
1990,diag & unequal,5,peel & variable combined,total,resid.Cont,1.2657225739402898,23,10
1990,diag & unequal,5,peel & variable combined,total,resid.Proj,1.3091426331373732,23,10
1990,diag & unequal,5,peel & variable combined,total,resid.Inf,1.3095233646585047,23,10
